id_cliente,nome,cognome,codice_fiscale,data_nascita,regione_residenza,comune_residenza,data_inizio_rapporto
268,Mario,Bersani,BRGCSN49H55G628Y,1945-11-13,Lombardia,Milano,2018-02-07
269,Annibale,Ossola,DLBBLS71T65C190A,1953-05-04,Emilia-Romagna,Parma,2023-05-11
270,Edoardo,Monteverdi,VCLCRL83M24M163J,1979-08-10,Sardegna,Sassari,2025-09-22
271,Marcella,Foscari,MCHLRA34P22E546J,1959-04-21,Valle d'Aosta,Aosta,2017-04-29
272,Guido,Berrè,PLMSBL57M17F664W,1999-11-05,Abruzzo,Pescara,2023-07-08
273,Renata,Castiglione,TRRVTI37M60D964E,1956-09-21,Calabria,Cosenza,2025-11-01
274,NICOLETTA,Bodoni,STRBRR10L29B898K,2003-10-06,Piemonte,Alessandria,2022-01-18
275,Ivo,Borsiere,DNDGDI14T05F355F,2005-02-04,Molise,Campobasso,2022-08-03
276,Enzo,Fittipaldi,MGNLCN87P30B424X,1988-03-27,Emilia-Romagna,Modena,2022-10-03
277,Salvatore,Nadi,RGGLSN37D43A226P,1946-01-17,Puglia,Bari,2018-07-09
278,Sylvia,Giannetti,PLZMSM83S66D531R,1973-10-07,Trentino-Alto Adige,Bolzano,2020-05-27
279,Sebastiano,Turati,STRLPD72C69I497U,1981-03-07,Umbria,Terni,2020-04-09
280,Liberto,Donà,GNTSVR47E65L113U,1985-02-09,Valle d'Aosta,Courmayeur,2022-02-02
281,Antonio,Comolli,LVTRLD21R70B715N,1948-03-20,Valle d'Aosta,Courmayeur,2015-01-02
282,Lara,Ungaretti,FGNFDC90T69H159S,2003-09-23,Lazio,Latina,2025-03-26
283,Nadia,Cortese,GLTCRL05H19B367H,1974-10-14,Trentino-Alto Adige,Bolzano,2025-08-11
284,Ranieri,Gullotta,FLLGRM71T42H151D,1945-03-13,Valle d'Aosta,Aosta,2022-08-28
285,Luciano,Muratori,PLMMRA69C18D244S,1954-07-16,Umbria,Terni,2016-01-11
286,Dario,Asmundo,TRCNNE58H45A048W,1954-08-06,Molise,Isernia,2020-09-14
287,Loretta,Vergassola,MLPSLT37R62B577O,1962-02-05,Liguria,La Spezia,2022-07-31
288,Nicoletta,Zetticci,MRGCSN93M69A401Z,1985-06-02,Basilicata,Potenza,2025-04-04
289,Elladio,Vigorelli,MRZLLR51R27C343V,1994-08-20,Toscana,Firenze,2024-09-15
290,Riccardo,Novaro,MGHNNT77S07G259B,1996-11-27,Sicilia,Catania,2018-11-23
291,Vincentio,Gargallo,FRRLSS10P68E808T,1990-03-24,Marche,Pesaro,2023-08-18
292,Giorgia,Broschi,FRRSLS40R60F509L,1975-10-05,Veneto,Treviso,2021-08-06
293,Arsenio,Onisto,CMSPMP47L52A123M,1990-12-17,Abruzzo,Chieti,2021-09-14
294,Ippazio,Murri,MRZRCR71B47H822N,1963-01-09,Molise,Campobasso,2019-09-14
295,Vanessa,Ruggeri,RBBVIO20T69E555O,2003-04-29,Abruzzo,Chieti,2018-12-27
296,Lina,Porzio,BRCCLL26E16L340U,1995-06-12,Lombardia,Brescia,2025-10-10
297,Venancio,Monti,PNZBRR00L21L878Y,1970-08-27,Abruzzo,Chieti,2024-06-22
298,Guarino,Porzio,VVLMRS90R25L882E,1962-12-08,Lombardia,Milano,2020-12-27
299,Edoardo,Filippelli,PRTGLI70M02I863C,1971-06-25,Veneto,Verona,2019-07-30
300,Ramona,Marangoni,TFRRND28A66A027S,2003-01-21,Valle d'Aosta,Aosta,2023-09-21
301,Eraldo,Iacovelli,SRMDLN83S69D081K,1949-03-20,Friuli-Venezia Giulia,Pordenone,2023-07-23
302,Piermaria,Errani,GTTLPN15E56A681C,1949-10-29,Friuli-Venezia Giulia,Pordenone,2015-04-17
303,Caterina,Opizzi,ZNIRFL33S62F127X,1965-03-27,Basilicata,Matera,2023-04-01
304,Griselda,Casalodi,TSCLDN33C59A589V,1971-05-24,Campania,Napoli,2025-01-24
305,Ennio,Mezzetta,CHTMCL20A49D890N,1955-09-16,Trentino-Alto Adige,Merano,2023-06-18
306,Piero,Nosiglia,LZUGLI67S30A782B,1945-07-04,Lombardia,Brescia,2022-05-31
307,Uberto,Ferrante,CCCRMN96C18D489X,2001-02-08,Sicilia,Palermo,2021-10-03
308,Sylvia,Mercadante,LMBMLI12P59D794F,1992-02-20,Campania,Salerno,2019-12-07
309,Priscilla,Colletti,CNINDA36H25F229F,1993-03-07,Lombardia,Pavia,2024-01-18
310,Piergiorgio,Morpurgo,CMCVNL19P08I953Q,1971-05-04,Friuli-Venezia Giulia,Udine,2019-11-25
311,Francesco,Zaccardo,PRLMRN09B27B415G,1955-04-18,Umbria,Perugia,2022-10-05
312,Alderano,Sokolov,MZZMLI17M69G407S,1973-10-17,Lazio,Roma,2023-07-22
313,Valerio,Morucci,MRNMLA95B08B389X,1947-03-21,Umbria,Terni,2026-08-05
314,Simonetta,Coardi,MRTCTN26C03E565H,1971-08-06,Emilia-Romagna,Bologna,2019-04-27
315,Graziella,Caracciolo,NTNMRA96L02C100O,1992-11-02,Sardegna,Oristano,2015-03-02
316,Corrado,Balla,SCTCRN32A03D245P,1983-01-22,Trentino-Alto Adige,Merano,2017-05-01
317,Gelsomina,Altera,CTLRMN26R29C136I,2003-01-03,Molise,Isernia,2016-08-13
318,Fiorino,Nicolucci,BNRCNT95E31G220K,1951-07-29,Friuli-Venezia Giulia,Trieste,2016-03-20
319,Maurilio,Niggli,TSCVTR78D17G129M,1981-07-28,Puglia,Taranto,2023-09-14
320,Baldassare,Calarco,TRPVNL91D10B830L,1992-12-25,Liguria,Genova,2015-02-18
321,Zaira,Valmarana,CLRVEA64T16D947S,1951-07-07,Marche,Macerata,2023-01-09
322,Ilaria,Fantini,CNVFLP45L54C286K,1970-04-04,Friuli-Venezia Giulia,Trieste,2024-10-25
323,Uberto,Gentilini,CRFLCU15M44F587U,1957-03-27,Lombardia,Bergamo,2023-10-09
324,Durante,TAMBORINI,LRUNNL10H56B227N,2005-10-06,Lazio,Viterbo,2023-05-15
325,Orlando,Lopresti,MZZRNZ28P54D113N,1945-06-14,Lombardia,Milano,2023-11-03
326,Silvia,Rensi,BNNMRN86H06A128O,1963-12-31,Molise,Isernia,2024-04-03
327,Gianna,Strangio,PTRMRH66S22A877K,1967-09-04,Trentino-Alto Adige,Merano,2019-05-11
328,Dante,Cociarelli,PCCCLD94C43D917Y,2002-11-02,Valle d'Aosta,Courmayeur,2016-08-22
329,Gaetano,Morgagni,PVNCSN29L24F380R,1974-09-07,Molise,Isernia,2023-01-04
330,Gustavo,Leblanc,NSGSLV85R71E353C,1973-07-06,Lazio,Latina,2025-11-24
331,Sebastiano,Tornatore,CMRRDF13B49F275I,1995-11-09,Marche,Macerata,2023-03-05
332,Stefano,Gianetti,BDGBTN94A27A698E,2002-06-29,Friuli-Venezia Giulia,Trieste,2024-10-12
333,Telemaco,Avogadro,PSLRMN86H05D259G,1986-07-11,Friuli-Venezia Giulia,Udine,2024-12-27
334,Donna,Caffarelli,TRVMLS59D10H101J,1952-05-10,Trentino-Alto Adige,Merano,2021-04-17
335,Stefano,Storladi,VNZMSM69P41M332K,1951-10-07,Veneto,Verona,2015-06-02
336,Marina,Bajardi,CSLRST57H68E045D,1964-02-02,Marche,Macerata,2015-10-28
337,Rembrandt,Savorgnan,BLLLNR71S28I400C,1977-10-27,Toscana,Pisa,2023-10-21
338,Leopoldo,Dallara,,1989-12-16,Friuli-Venezia Giulia,Udine,2026-06-13
339,Marina,Capecchi,VSNRGR60P68B671H,1991-02-16,Veneto,Padova,2018-02-23
340,Tonino,Bertolucci,NNLSMN75L60H276X,1988-05-18,Lazio,Latina,2023-01-18
341,Mauro,Lovato,BNGLPN75A45L014N,1948-11-03,Veneto,Padova,2019-08-21
342,Mirko,Navone,MRRLLN12L12D854P,1948-07-31,Sicilia,Palermo,2022-04-08
343,Piergiorgio,Nicolucci,GTTFLR30S10G349D,1996-11-29,Veneto,Vicenza,2018-11-25
344,Calcedonio,Bodoni,CRCMRN21A58D528Y,1991-05-10,Calabria,Reggio Calabria,2020-08-22
345,Angelo,SCADUTO,ZPPBRT53E41H477I,1988-09-05,Friuli-Venezia Giulia,Udine,2025-10-24
346,Ruggiero,Argento,PPFTTV41R44I701L,1951-12-02,Emilia-Romagna,Modena,2026-07-17
347,Severino,Calgari,MRNMRD64S11B779A,1955-08-14,Liguria,Savona,2020-03-01
348,Diana,Manolesso,RCCGSR63S68I475M,1963-11-27,Abruzzo,L'Aquila,2018-08-13
349,Benvenuto,Valentino,LNUGLM06E19E329X,1959-06-16,Lombardia,Pavia,2018-01-08
350,Ninetta,Gelli,CDRRTI43E03G087L,1961-02-25,Valle d'Aosta,Courmayeur,2026-08-03
351,Nina,Turchi,RNLGCB44B61I872R,1952-09-10,Piemonte,Alessandria,2019-11-10
352,Leone,Tiepolo,RNLLCU25L53C675U,1998-11-27,Trentino-Alto Adige,Bolzano,2018-03-15
353,Eleanora,Totino,VRSFLP02S63F551K,1960-01-18,Lazio,Viterbo,2022-09-08
354,Sophia,Fanucci,FSNRGR34S58I706F,1954-09-28,Liguria,Genova,2015-05-16
355,Diana,Ritacca,TRNRKE46M05C557B,1999-04-29,Emilia-Romagna,Modena,2017-02-27
356,Enzo,Mantegazza,PROLCU08S47L118K,1990-02-27,Calabria,Cosenza,2017-08-20
357,Piergiuseppe,Interiano,CRCGRM87R48E369S,2005-11-17,Umbria,Perugia,2024-09-04
358,Gino,Carli,FRRMLA31E15F233B,1988-04-03,Umbria,Perugia,2023-07-21
359,Annalisa,Roero,BRSGSR20E45A293M,1983-03-05,Basilicata,Potenza,2018-01-01
360,GIULIANO,Letta,,1968-02-17,Valle d'Aosta,Courmayeur,2019-03-29
361,Viridiana,Brancaccio,MNCZGL52H62H040N,1978-08-24,Umbria,Perugia,2019-08-10
362,Valeria,Bulzoni,CMRGNT14R64F392T,1967-10-04,Lombardia,Pavia,2020-11-10
363,Dante,Trentin,TMBCRL30R44I327F,1963-04-11,Veneto,Treviso,2024-04-08
364,Ornella,Mazzi,PLLGNT54D45B123K,1967-10-08,Umbria,Terni,2021-11-17
365,Federico,Gabba,RSSPRG32R42F287Y,1965-08-13,Lombardia,Milano,2025-01-06
366,Vittorio,Panatta,,1994-05-25,Umbria,Terni,2016-03-02
367,Gustavo,Collodi,SFFNNN39A61L771E,1987-04-26,Valle d'Aosta,Aosta,2024-10-06
368,Clelia,Barbarigo,GRDFRN70L10G837D,1979-06-25,Marche,Macerata,2023-12-27
369,Imelda,Orsini,GHUFMM56L01L823F,2002-06-12,Marche,Ancona,2026-02-01
370,Panfilo,Guarana,BLZGNT38D68L590E,1962-06-22,Puglia,Taranto,2015-10-03
371,Ernesto,ROSIELLO,PSNMCA35B67I401G,1948-03-27,Marche,Macerata,2023-01-25
372,Silvestro,Semitecolo,MNTPRN12C63C774G,1976-09-06,Sardegna,Sassari,2023-11-12
373,Tonino,Boezio,PGLMRN58T41I203B,1994-04-23,Abruzzo,Pescara,2021-05-19
374,Arnaldo,Falier,,1965-04-21,Friuli-Venezia Giulia,Udine,2019-05-13
375,Luca,Bragaglia,CDUFLR66T25I943K,1954-07-21,Trentino-Alto Adige,Merano,2016-08-15
376,Federica,Cesarotti,MZZRCC61T45C772M,1993-04-05,Umbria,Terni,2020-08-11
377,Fedele,Monaco,FRMCLD53H46E230S,1986-03-02,Campania,Salerno,2025-05-02
378,Teresa,Paolucci,RGNLNA71S20G712X,2001-11-06,Veneto,Treviso,2019-12-11
379,Gianmarco,Bruno,FRMGSP89C42E317W,1993-01-21,Sardegna,Oristano,2015-03-21
380,Dolores,Respighi,CNTCML47C71G097U,1975-09-07,Liguria,Savona,2016-09-14
381,Danilo,Angeli,SNSSMN15D63C174Z,1969-02-21,Trentino-Alto Adige,Merano,2019-02-06
382,Franco,Innocenti,TGLRZO16L68C209L,1966-01-26,Toscana,Pisa,2020-06-05
383,Cecilia,Gadda,FTTPRI23L66B565N,1958-12-30,Veneto,Vicenza,2017-05-23
384,Alphons,Maccanelli,GGLRBT31H59H365P,1993-07-31,Toscana,Firenze,2015-12-13
385,Fabrizia,Satta,LTRMRT17H23E271P,1969-08-25,Calabria,Cosenza,2026-01-03
386,Giuseppina,Franzese,RMZGRM09B58A591V,1956-07-04,Liguria,Savona,2016-03-19
387,Arnaldo,Monte,SMTLRA77S26G415J,1980-04-28,Piemonte,Alessandria,2018-12-02
388,Jolanda,Beccheria,GRTMLN79L10E241Q,1946-01-23,Friuli-Venezia Giulia,Trieste,2019-09-23
389,Germana,Pagliaro,ZCCNGN74C09B810K,1994-03-20,Basilicata,Potenza,2020-11-23
390,Tiziano,Tacchini,SCLDNL11H63F706Q,1983-01-13,Liguria,La Spezia,2019-09-21
391,Raffaele,Civaschi,CRSLCU05C56L399T,1961-02-20,Liguria,La Spezia,2017-12-10
392,Romana,Lollobrigida,RCCGNZ33R67I198N,1994-10-28,Molise,Campobasso,2024-09-10
393,Giustino,Traetta,RCCZEI40T56I224U,1945-11-16,Molise,Isernia,2018-12-17
394,Enzo,Vivaldi,BRNFRC19A48B940I,1988-08-28,Lazio,Viterbo,2021-09-23
395,Amleto,Segrè,DLLRGR55B56A412U,1950-05-22,Valle d'Aosta,Aosta,2019-11-01
396,Rembrandt,Notarbartolo,STRSLV14T68B587I,1968-04-22,Emilia-Romagna,Parma,2023-02-05
397,Delfino,Necci,FSCGRG23C24F483F,1955-11-17,Friuli-Venezia Giulia,Udine,2022-11-16
398,Priscilla,Lattuada,GNSNDD98R06E479A,1993-04-22,Marche,Macerata,2018-11-30
399,Beppe,Gozzi,CCCMRL03E62H326U,1952-01-14,Umbria,Terni,2023-07-19
400,Dario,Pertini,CNLLGU19A43E962V,1982-11-05,Basilicata,Matera,2024-01-29
401,Rita,Sokolov,JCZDLM42A61G664P,2003-08-02,Veneto,Vicenza,2021-07-14
402,Rocco,Modiano,FRNNNS82E11I600A,1997-08-28,Calabria,Catanzaro,2025-02-05
403,Arsenio,Bonaventura,CBBPSL32C48I306H,1952-03-08,Molise,Isernia,2019-09-22
404,Stefania,Piacentini,RGNGNE20L25E333F,1949-10-30,Calabria,Cosenza,2015-08-04
405,Ippazio,Cossiga,MNCMLN55T26L961W,1952-07-25,Valle d'Aosta,Aosta,2023-09-29
406,LODOVICO,Chechi,CFRNNN65D56E808X,1992-04-04,Lazio,Latina,2018-10-29
407,Valeria,Pedrazzini,NZGPRN11L66D965J,1986-11-30,Friuli-Venezia Giulia,Udine,2021-02-09
408,Diana,Fantozzi,RDECRL05P51E993S,2001-08-13,Umbria,Terni,2024-10-03
409,Giorgia,Garzoni,TLRNDD80S17A857Q,1965-05-18,Friuli-Venezia Giulia,Pordenone,2017-01-03
410,Jacopo,Scialpi,,1991-12-14,Friuli-Venezia Giulia,Trieste,2018-01-21
411,Leonardo,Grasso,MLPNTN70B42F526D,1971-11-18,Sicilia,Siracusa,2015-03-16
412,Corrado,Tonisto,PNTCSR59S64G113U,1961-12-02,Puglia,Taranto,2024-03-26
413,Paoletta,Grisoni,GLNBGI98P41B207Z,1978-12-12,Molise,Isernia,2019-12-13
414,Lucia,Scandone,FGNLSI05B14L450I,1969-05-23,Campania,Caserta,2021-05-21
415,Irma,Malpighi,SNTRBT79E51L922Y,1961-05-14,Trentino-Alto Adige,Trento,2018-01-24
416,SYLVIA,Faranda,FNTRAI95R09L399N,1961-11-06,Veneto,Treviso,2022-03-11
417,Giada,Canali,,1970-04-24,Trentino-Alto Adige,Trento,2021-01-14
418,Fausto,Sismondi,PRLSRS38R67G608Y,1989-04-13,Valle d'Aosta,Aosta,2019-11-15
419,Michelotto,Peruzzi,BRGDNI17A47B184G,1947-11-06,Sardegna,Sassari,2022-05-29
420,Patrizia,Anichini,VGDGNE61S05G954F,1951-05-29,Veneto,Treviso,2025-07-18
421,Gioacchino,Roccabonella,BRCGSP98M05F108J,1955-12-11,Liguria,Genova,2020-08-01
422,Piersanti,Argenti,DLLDRA94T15M424O,1986-05-06,Sardegna,Cagliari,2017-02-08
423,Sebastiano,Serao,SLTRMN31D10G121G,1973-12-26,Abruzzo,L'Aquila,2018-07-23
424,Renata,Pergolesi,MNTDRN13S28H672J,1988-03-04,Umbria,Terni,2021-09-13
425,Raffaele,Praga,VSMJCP04M53F243B,1966-03-04,Trentino-Alto Adige,Trento,2024-09-26
426,Ubaldo,Sraffa,BGNNCT02L19D415O,1945-10-20,Lombardia,Bergamo,2015-12-11
427,Angelica,Boccaccio,PRLSLT14M60M161I,1967-04-26,Lombardia,Milano,2018-07-15
428,Fabia,Nadi,RROLSN20E64C056U,1950-05-22,Sardegna,Oristano,2016-05-04
429,Ruggiero,Muratori,GNNTNN28R70H373B,1965-11-16,Valle d'Aosta,Courmayeur,2022-02-07
430,Martino,Scotti,MGNVRN91L31E482L,1962-04-25,Puglia,Foggia,2015-06-24
431,Roberta,Omma,CTRGCT36T64A891C,1984-04-02,Calabria,Catanzaro,2021-08-11
432,Gelsomina,Soprano,DSSRKE20R16B055F,1987-01-09,Umbria,Terni,2021-03-05
433,Nadia,Praga,MRCGNT26P42A187D,1958-11-28,Lombardia,Pavia,2025-01-29
434,Micheletto,Gulotta,CGUFDC64A66A650Z,1961-08-24,Piemonte,Cuneo,2015-06-03
435,Martino,Ricci,GNTCRN71D16C744I,2004-01-22,Friuli-Venezia Giulia,Trieste,2023-09-10
436,Massimiliano,Norbiato,VLTGMM19T28F545U,1973-12-10,Lombardia,Brescia,2024-03-11
437,Claudia,Campanella,RMTMRN96B04I422X,1961-01-10,Valle d'Aosta,Aosta,2015-09-14
438,Cristina,Camanni,TLNBNC21S04L389M,2004-01-10,Marche,Pesaro,2025-12-27
439,Geronimo,Opizzi,MGGVRC56P16H873S,1951-05-12,Liguria,Savona,2015-04-18
440,Susanna,Calbo,RTSLND17B28C157V,1986-12-29,Calabria,Reggio Calabria,2016-05-12
441,Raimondo,Praga,GVNMRN43E17B825H,2000-05-07,Puglia,Bari,2020-12-17
442,Calcedonio,Infantino,PZZMCL80S48B624E,1991-08-10,Valle d'Aosta,Aosta,2017-03-06
443,Marcella,Trussardi,GRCDRD54L70E403W,1967-04-27,Trentino-Alto Adige,Merano,2019-01-05
444,Viridiana,Sauli,BDGRMR18A63I681T,1977-02-11,Campania,Caserta,2025-04-15
445,Ugo,Bonanno,MRTGRC51C14A619B,1990-04-12,Puglia,Foggia,2022-07-27
446,Panfilo,Barese,BVLSRN91S29F589M,1994-05-09,Sicilia,Messina,2022-04-13
447,Laureano,Pucci,VSCLPD92T51L816I,1999-08-02,Puglia,Taranto,2020-05-25
448,Matteo,Alfonsi,TRNNRC89L55G887S,1977-04-19,Sicilia,Messina,2025-02-23
449,Geronimo,Vercelloni,,1946-06-19,Sardegna,Oristano,2026-08-11
450,Calcedonio,Barese,PLLDNI66P50C280R,1973-04-02,Sardegna,Cagliari,2015-06-27
451,Carmelo,Tornatore,TRMMSM96S46A238O,1953-06-17,Sicilia,Catania,2015-11-06
452,Alphons,Vecellio,GLDLPD92L57B169X,1965-11-26,Calabria,Reggio Calabria,2020-09-30
453,Lisa,Bianchini,GDTTNN45B42I148I,1974-02-17,Sicilia,Palermo,2025-10-27
454,Fernanda,Cattaneo,MNCDLM58H48I669K,1998-05-27,Marche,Ancona,2021-09-26
455,Lucrezia,Ziani,NCLGLT36S26I779U,1976-03-19,Campania,Salerno,2024-09-27
456,Lauretta,Cilibrasi,TRVGFR13H57G249Z,1999-01-14,Trentino-Alto Adige,Merano,2015-04-04
457,Fredo,Onisto,CNRNRC91L67E430L,1993-06-10,Umbria,Terni,2018-05-10
458,Biagio,Busoni,RRCCCL60D15A793N,1984-12-23,Abruzzo,L'Aquila,2026-04-27
459,Napoleone,Trobbiani,ZCCGLN99L68C804M,1952-05-28,Lombardia,Brescia,2025-09-03
460,Bettina,Tarantino,RSSSVN93L67B735I,1956-09-12,Valle d'Aosta,Courmayeur,2018-01-09
461,Emilio,Togliatti,SPDVCR58C31H569X,2000-04-06,Marche,Macerata,2020-07-10
462,Ubaldo,Trupiano,FRSMRN60A24B676K,1953-01-14,Abruzzo,Chieti,2017-07-10
463,Annalisa,Pacomio,PZZCML15H19D103G,2003-10-20,Friuli-Venezia Giulia,Pordenone,2015-07-18
464,Annibale,Tresoldi,CSGLCI39H10D151B,2000-11-28,Puglia,Foggia,2018-04-09
465,Sebastiano,Babbo,CRDRNT53A30L639A,1952-09-12,Abruzzo,Pescara,2017-07-09
466,Liberto,Lopresti,FGTMLN00B18D766U,1946-03-27,Lombardia,Brescia,2022-09-13
467,Baldassare,Bazzi,SLLLDC72M69D655R,1993-04-08,Piemonte,Novara,2019-10-02
468,Melissa,Paolucci,CHPDRD64S55I199M,2004-12-14,Toscana,Pisa,2015-05-31
469,Roberto,Salandra,MDGBRR79S20E406B,1970-06-25,Veneto,Verona,2019-07-03
470,Osvaldo,Giannini,MRLNTN85M64C962O,1950-12-23,Lazio,Roma,2023-09-19
471,Fabia,Brunello,RMLPNI80T10G025U,1946-09-18,Liguria,Genova,2021-07-24
472,Fabia,Catalano,FRRRSN69R25A531N,1953-12-08,Liguria,Savona,2022-01-28
473,Antonia,Trentin,SLVMCL02B22M124Q,1995-04-21,Trentino-Alto Adige,Bolzano,2015-06-26
474,Vito,Errigo,LNETTE31T27L567V,1946-08-26,Toscana,Pisa,2022-10-11
475,Barbara,Ruggeri,BLDRSO41L19A454Q,1969-10-01,Sardegna,Oristano,2016-05-22
476,Silvestro,Ariasso,RMNFLP53A68F675Q,1994-10-15,Puglia,Bari,2021-04-14
477,Luciano,Pascarella,BRCDMN12P46D050M,1991-09-19,Lombardia,Monza,2020-02-07
478,Emilio,Fagotto,BRSRLD39L62B804J,1974-07-18,Friuli-Venezia Giulia,Pordenone,2025-01-27
479,Atenulf,Modigliani,BBTVCR07E13B030L,1957-05-23,Umbria,Perugia,2021-12-06
480,Lucio,Coardi,MCCGLN48B42C166T,2003-11-16,Emilia-Romagna,Modena,2018-07-18
481,Gino,Ginese,TMSTNO49B49A612Z,1958-01-21,Lombardia,Brescia,2015-08-30
482,Luciano,Scarpa,BDNSVR03L61C496N,2002-02-19,Emilia-Romagna,Rimini,2021-02-20
483,Valeria,Antonini,VSNCRI31P61I455O,1999-05-02,Piemonte,Alessandria,2020-03-06
484,Dino,Marinetti,SBTBRN81P47I433Q,1957-01-11,Valle d'Aosta,Courmayeur,2026-04-08
485,Elmo,Palombi,GVNNNT54P15A424G,1989-02-02,Trentino-Alto Adige,Bolzano,2025-08-17
486,Achille,Scarpa,DSECHL07M49G410C,1969-03-18,Campania,Napoli,2024-04-06
487,Giorgio,Parmitano,FRSTLL36A46H941L,1984-05-30,Trentino-Alto Adige,Trento,2025-12-27
488,Vittorio,Zanzi,MNTBRR50T04I942P,1999-07-17,Emilia-Romagna,Bologna,2023-07-14
489,Elladio,Viviani,RNZGCB78P66D444A,1992-02-14,Marche,Macerata,2015-11-12
490,Valentina,Moschino,SNDGRN31S51D694Q,1991-07-15,Piemonte,Novara,2023-11-15
491,Giacobbe,Savorgnan,NCHDNT82A60F133V,1962-01-13,Campania,Napoli,2021-07-13
492,Adelmo,Aloisio,PNTPLT89T16I208C,1982-11-26,Friuli-Venezia Giulia,Trieste,2021-08-08
493,Panfilo,Varano,BRZNNT03S15H229B,1953-02-11,Lombardia,Monza,2026-03-25
494,Delfino,NISCOROMNI,DSCSVD22T41B346J,1980-04-07,Abruzzo,Pescara,2024-04-10
495,Romolo,Paganini,RGGDRN28T01I168J,1985-10-17,Calabria,Reggio Calabria,2017-01-08
496,Hugo,Nugnes,BLZRSR80E26H723C,1953-03-08,Puglia,Bari,2017-07-24
497,Gianfrancesco,Giannuzzi,RSNMLT35M69H564R,1990-11-27,Abruzzo,Chieti,2018-08-02
498,Isa,Forza,FRRSLV50B28C962T,1959-07-19,Sicilia,Catania,2018-03-30
499,Antonia,Tartini,DNTFLV84T59H228E,1970-11-28,Friuli-Venezia Giulia,Udine,2019-01-20
500,Giuliana,Zetticci,BCLRNT16T03B377R,1946-02-05,Lazio,Viterbo,2025-04-15
501,Giuliano,Gentilini,FRMLSS88S58G587O,1966-05-05,Marche,Pesaro,2019-11-12
502,Giosuè,Zaguri,CCRPMP82S61A521N,1966-12-15,Valle d'Aosta,Aosta,2021-03-28
503,Silvia,Miniati,PSRGGL15S57F024N,1949-12-10,Piemonte,Novara,2022-10-30
504,Simone,Opizzi,GRZNNS35L18E844W,1974-09-15,Basilicata,Matera,2016-12-19
505,Luchino,Agostini,FRRMRA10R66A257K,2004-04-18,Abruzzo,Chieti,2018-12-24
506,Loredana,Gelli,BRRGNT25C51D352G,1973-12-18,Piemonte,Alessandria,2023-04-08
507,Azeglio,Cagnin,SKLLSU03R26G705E,1971-04-10,Basilicata,Potenza,2025-07-23
508,Mario,Greggio,CNLMRN30H27A544U,1963-10-04,Umbria,Perugia,2016-04-21
509,Pina,Montesano,BNMRMN79M25A998F,1999-04-05,Sardegna,Sassari,2021-06-10
510,Elena,Sabbatini,BRCNNZ04L11L589N,1976-09-30,Marche,Macerata,2017-11-28
511,Sandra,Bocelli,,1999-09-04,Toscana,Pisa,2020-03-21
512,Raffaele,Bodoni,BRTPTZ06E28E096V,1963-08-08,Piemonte,Torino,2024-04-19
513,Pasquale,Cafarchia,GNNGSN58L55I565G,2002-06-22,Lazio,Roma,2019-07-07
514,Pomponio,Calvo,LNTRDF66H59C058V,1974-01-23,Friuli-Venezia Giulia,Pordenone,2015-02-20
515,Corrado,Camilleri,BTORTI24R05G820X,1960-10-04,Marche,Ancona,2019-05-09
516,Torquato,Guarato,PLCSNN92R55B968K,2002-12-04,Sicilia,Palermo,2018-01-17
517,Gioachino,Cibin,BGNCTN39R14F523M,1986-06-29,Umbria,Terni,2024-04-14
518,Fernanda,Nugnes,VNDNNE18M50G467H,1973-04-22,Marche,Macerata,2015-06-03
519,Massimo,Maderno,LFNGLN75S62B551M,1950-12-10,Calabria,Catanzaro,2018-05-08
520,Arturo,Gioberti,QRNSBL25D21L809M,1996-03-23,Lazio,Latina,2023-09-27
521,Gaspare,Bombieri,FTTSLV88T55G432P,1947-11-03,Friuli-Venezia Giulia,Udine,2021-02-02
522,Greca,Montanari,MNLPRI42C44E901Q,1964-05-23,Emilia-Romagna,Parma,2021-10-12
523,TERESA,Basso,GLLDMA81D63C457U,1984-10-24,Trentino-Alto Adige,Trento,2026-05-08
524,Rosario,Fusani,SLMMLD94L07E307E,1991-12-24,Trentino-Alto Adige,Bolzano,2021-12-17
525,Fiorino,Alboni,LNZBNT45A58B220Y,1963-05-30,Puglia,Lecce,2015-10-27
526,Elmo,Maderna,FRRMCL05A47C115G,1998-04-26,Piemonte,Torino,2016-12-14
527,Ippazio,Draghi,CBCVRN22H28F962F,1973-01-13,Campania,Caserta,2015-07-04
528,Gioele,Emo,RGNLNR33B01I951W,1970-09-17,Friuli-Venezia Giulia,Trieste,2021-03-16
529,GIORGIA,Cibin,CPNMRN26E55C555O,1969-07-20,Veneto,Padova,2017-07-26
530,Napoleone,Palladio,TRMRSN55T03B259G,1994-04-15,Trentino-Alto Adige,Bolzano,2022-02-22
531,Emilio,Ceschi,FRMNNI48T12D441M,1951-05-24,Marche,Ancona,2021-12-25
532,Caterina,Riccardi,BFFRSR75D28F751L,2005-08-08,Lombardia,Monza,2016-02-18
533,Lando,Condoleo,GRMRNF80E68B366S,1998-03-07,Trentino-Alto Adige,Merano,2024-12-31
534,Serafina,Tomasetti,FRZBGI60S60A662H,1986-10-12,Molise,Campobasso,2017-12-15
535,Fabio,Tomasini,TMONCI63P55B900V,2002-10-25,Valle d'Aosta,Courmayeur,2025-06-09
536,Ludovico,Paltrinieri,TLNSLT34R53G827F,1977-08-10,Calabria,Catanzaro,2023-10-17
